date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:31:18	2995/2995	---M-Z	200	added ('OK')	text/css	date:Tue,%2028%20Nov%202017%2020:39:28%20GMT	https://ctwebdevelopment.com/wp-content/themes/elitemasters-child/style.css?ver=6.8.2	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-content/themes/elitemasters-child/style6c2d.css	(from https://ctwebdevelopment.com/)
14:31:19	172412/172412	---M-Z	200	added ('OK')	text/css	date:Fri,%2003%20Nov%202017%2015:41:58%20GMT	https://ctwebdevelopment.com/wp-content/themes/elitemasters/css/theme.css?ver=6.8.2	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-content/themes/elitemasters/css/theme6c2d.css	(from https://ctwebdevelopment.com/)
14:31:19	20004/20004	---M-Z	200	added ('OK')	text/css	date:Mon,%2021%20Oct%202019%2020:04:27%20GMT	https://ctwebdevelopment.com/wp-content/uploads/custom.css?ver=6.8.2	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-content/uploads/custom6c2d.css	(from https://ctwebdevelopment.com/)
14:31:19	755/755	---M-Z	200	added ('OK')	application/rss+xml	etag:%229c040f76c97657925dc89b43ca30b5d8%22	https://ctwebdevelopment.com/comments/feed/	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/comments/feed/index.html	(from https://ctwebdevelopment.com/)
14:31:19	485416/485416	---M-Z	200	added ('OK')	text/css	date:Wed,%2007%20Oct%202020%2018:03:32%20GMT	https://ctwebdevelopment.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.4.1	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-content/plugins/js_composer/assets/css/js_composer.minaec2.css	(from https://ctwebdevelopment.com/)
14:31:19	27639/27639	---M-Z	200	added ('OK')	text/css	date:Mon,%2002%20Jan%202017%2007:24:27%20GMT	https://ctwebdevelopment.com/wp-content/uploads/smile_fonts/Defaults/Defaults.css?ver=3.19.19	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-content/uploads/smile_fonts/Defaults/Defaults04cd.css	(from https://ctwebdevelopment.com/)
14:31:19	459949/459949	---M-Z	200	added ('OK')	text/css	date:Tue,%2005%20Mar%202024%2015:12:24%20GMT	https://ctwebdevelopment.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/ultimate.min.css?ver=3.19.19	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/ultimate.min04cd.css	(from https://ctwebdevelopment.com/)
14:31:20	88459/88459	---M-Z	200	added ('OK')	text/css	date:Mon,%2002%20Jan%202017%2007:20:07%20GMT	https://ctwebdevelopment.com/wp-content/themes/elitemasters/css/woo.css?ver=6.8.2	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-content/themes/elitemasters/css/woo6c2d.css	(from https://ctwebdevelopment.com/)
14:31:20	767/767	---M-Z	200	added ('OK')	application/rss+xml	etag:%229c040f76c97657925dc89b43ca30b5d8%22	https://ctwebdevelopment.com/home-creative-agency/feed/	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/home-creative-agency/feed/index.html	(from https://ctwebdevelopment.com/)
14:31:20	87553/87553	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2008%20Jan%202024%2022:54:58%20GMT	https://ctwebdevelopment.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://ctwebdevelopment.com/)
14:31:20	13577/13577	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2023%20Oct%202023%2021:01:12%20GMT	https://ctwebdevelopment.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://ctwebdevelopment.com/)
14:31:21	9636/9636	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2008%20Sep%202025%2018:13:57%20GMT	https://ctwebdevelopment.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.10.1.2	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.mina876.js	(from https://ctwebdevelopment.com/)
14:31:21	4035/4035	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2008%20Sep%202025%2018:13:56%20GMT	https://ctwebdevelopment.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=10.1.2	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min523e.js	(from https://ctwebdevelopment.com/)
14:31:21	1720/1720	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2008%20Sep%202025%2018:13:57%20GMT	https://ctwebdevelopment.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.10.1.2	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min2d4a.js	(from https://ctwebdevelopment.com/)
14:31:21	3915/3915	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2008%20Sep%202025%2018:13:57%20GMT	https://ctwebdevelopment.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=10.1.2	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min523e.js	(from https://ctwebdevelopment.com/)
14:31:22	992/992	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2007%20Oct%202020%2018:03:47%20GMT	https://ctwebdevelopment.com/wp-content/plugins/js_composer/assets/js/vendors/woocommerce-add-to-cart.js?ver=6.4.1	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-content/plugins/js_composer/assets/js/vendors/woocommerce-add-to-cartaec2.js	(from https://ctwebdevelopment.com/)
14:31:22	21464/21464	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2008%20Sep%202025%2018:13:19%20GMT	https://ctwebdevelopment.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-includes/js/jquery/ui/core.minb37e.js	(from https://ctwebdevelopment.com/)
14:31:22	214989/214989	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2005%20Mar%202024%2015:12:24%20GMT	https://ctwebdevelopment.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/ultimate.min.js?ver=3.19.19	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/ultimate.min04cd.js	(from https://ctwebdevelopment.com/)
14:31:22	45147/45147	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2005%20Mar%202024%2015:12:24%20GMT	https://ctwebdevelopment.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/ultimate_bg.min.js?ver=3.19.19	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/ultimate_bg.min04cd.js	(from https://ctwebdevelopment.com/)
14:31:23	22005/22005	---MCZ	200	added ('OK')	application/json	date:Wed,%2010%20Sep%202025%2018:31:23%20GMT	https://ctwebdevelopment.com/wp-json/wp/v2/pages/4603	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-json/wp/v2/pages/4603.json	(from https://ctwebdevelopment.com/)
14:31:23	1484947/1484947	---M-Z	200	added ('OK')	application/json	etag:%221129-1757445518;gz%22	https://ctwebdevelopment.com/wp-json/	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-json/index.html	(from https://ctwebdevelopment.com/)
14:31:23	1242/1242	---M--	403	error ('Forbidden')	text/html	date:Wed,%2010%20Sep%202025%2018:31:23%20GMT	https://ctwebdevelopment.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/xmlrpc.1c0db0.delayed	(from https://ctwebdevelopment.com/)
14:31:24	2322/2322	---M-Z	200	added ('OK')	application/json	etag:%221127-1757440630;gz%22	https://ctwebdevelopment.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fctwebdevelopment.com%2F	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-json/oembed/1.0/embed86a7.json	(from https://ctwebdevelopment.com/)
14:31:24	2479/2479	---M-Z	200	added ('OK')	text/xml	etag:%221135-1757529084;gz%22	https://ctwebdevelopment.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fctwebdevelopment.com%2F&format=xml	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-json/oembed/1.0/embedd7dd	(from https://ctwebdevelopment.com/)
14:31:24	52310/52310	---MC-	200	added ('OK')	text/javascript	date:Tue,%2015%20Jul%202025%2000:44:26%20GMT	https://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/ctwebdev/www.google-analytics.com/analytics.js	(from https://ctwebdevelopment.com/)
14:31:25	6109/6109	---M-Z	200	added ('OK')	text/html	etag:%221103-1757359357;gz%22	https://ctwebdevelopment.com/wp-login.php	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-login.html	(from https://ctwebdevelopment.com/)
14:31:25	5963/5963	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Nov%202017%2014:32:47%20GMT	https://ctwebdevelopment.com/wp-content/uploads/2017/07/ctwd-logo.png	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-content/uploads/2017/07/ctwd-logo.png	(from https://ctwebdevelopment.com/)
14:31:25	5726/5726	---M--	200	added ('OK')	image/png	date:Wed,%2019%20Jul%202017%2016:44:54%20GMT	https://ctwebdevelopment.com/wp-content/uploads/2017/07/googlePart_200X75.png	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-content/uploads/2017/07/googlePart_200X75.png	(from https://ctwebdevelopment.com/)
14:31:25	4668/4668	---M--	200	added ('OK')	image/png	date:Wed,%2019%20Jul%202017%2016:44:34%20GMT	https://ctwebdevelopment.com/wp-content/uploads/2017/07/googleA_200X75.png	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-content/uploads/2017/07/googleA_200X75.png	(from https://ctwebdevelopment.com/)
14:31:25	5011/5011	---M--	200	added ('OK')	image/png	date:Wed,%2019%20Jul%202017%2016:43:30%20GMT	https://ctwebdevelopment.com/wp-content/uploads/2017/07/yext_200X75.png	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-content/uploads/2017/07/yext_200X75.png	(from https://ctwebdevelopment.com/)
14:31:26	4130/4130	---M--	200	added ('OK')	image/png	date:Wed,%2019%20Jul%202017%2016:43:03%20GMT	https://ctwebdevelopment.com/wp-content/uploads/2017/07/wordPress_200X75.png	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-content/uploads/2017/07/wordPress_200X75.png	(from https://ctwebdevelopment.com/)
14:31:26	4981/4981	---M--	200	added ('OK')	image/png	date:Wed,%2019%20Jul%202017%2016:42:36%20GMT	https://ctwebdevelopment.com/wp-content/uploads/2017/07/cpanel_200X75.png	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-content/uploads/2017/07/cpanel_200X75.png	(from https://ctwebdevelopment.com/)
14:31:26	96608/96608	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Sep%202025%2018:31:26%20GMT	https://ctwebdevelopment.com/cart/	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/cart/index.html	(from https://ctwebdevelopment.com/)
14:31:27	611/611	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Nov%202017%2014:17:41%20GMT	https://ctwebdevelopment.com/wp-content/uploads/2017/11/homepage-design.png	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-content/uploads/2017/11/homepage-design.png	(from https://ctwebdevelopment.com/)
14:31:27	563/563	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Nov%202017%2014:17:37%20GMT	https://ctwebdevelopment.com/wp-content/uploads/2017/11/homepage-consulting.png	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-content/uploads/2017/11/homepage-consulting.png	(from https://ctwebdevelopment.com/)
14:31:27	61793/61793	---M-Z	200	added ('OK')	text/html	etag:%221106-1757366089;gz%22	https://ctwebdevelopment.com/web-services/	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/web-services/index.html	(from https://ctwebdevelopment.com/)
14:31:27	601/601	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Nov%202017%2014:17:43%20GMT	https://ctwebdevelopment.com/wp-content/uploads/2017/11/homepage-marketing.png	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-content/uploads/2017/11/homepage-marketing.png	(from https://ctwebdevelopment.com/)
14:31:27	368/368	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Nov%202017%2014:17:42%20GMT	https://ctwebdevelopment.com/wp-content/uploads/2017/11/homepage-development.png	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-content/uploads/2017/11/homepage-development.png	(from https://ctwebdevelopment.com/)
14:31:27	597/597	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Nov%202017%2014:17:44%20GMT	https://ctwebdevelopment.com/wp-content/uploads/2017/11/homepage-seo.png	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-content/uploads/2017/11/homepage-seo.png	(from https://ctwebdevelopment.com/)
14:31:28	7817/7817	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Nov%202017%2014:34:17%20GMT	https://ctwebdevelopment.com/wp-content/uploads/2015/08/ct-marketing-370.png	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-content/uploads/2015/08/ct-marketing-370.png	(from https://ctwebdevelopment.com/)
14:31:28	10647/10647	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Nov%202017%2014:34:17%20GMT	https://ctwebdevelopment.com/wp-content/uploads/2015/08/3prime_logo-370b.png	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-content/uploads/2015/08/3prime_logo-370b.png	(from https://ctwebdevelopment.com/)
14:31:28	40989/40989	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Sep%202025%2018:31:28%20GMT	https://ctwebdevelopment.com/request-quote/	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/request-quote/index.html	(from https://ctwebdevelopment.com/)
14:31:28	4290/4290	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Nov%202017%2017:47:25%20GMT	https://ctwebdevelopment.com/wp-content/uploads/2015/08/spider-logo-370a.png	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-content/uploads/2015/08/spider-logo-370a.png	(from https://ctwebdevelopment.com/)
14:31:29	46301/46301	---M-Z	200	added ('OK')	text/html	etag:%221105-1757363849;gz%22	https://ctwebdevelopment.com/contact/	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/contact/index.html	(from https://ctwebdevelopment.com/)
14:31:29	13882/13882	---M-Z	200	added ('OK')	text/css	date:Mon,%2008%20Sep%202025%2018:13:56%20GMT	https://ctwebdevelopment.com/wp-content/plugins/woocommerce/assets/client/blocks/wc-blocks.css?ver=wc-10.1.2	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-content/plugins/woocommerce/assets/client/blocks/wc-blocksde44.css	(from https://ctwebdevelopment.com/)
14:31:29	10211/10211	---M-Z	200	added ('OK')	text/css	date:Wed,%2007%20Oct%202020%2018:04:24%20GMT	https://ctwebdevelopment.com/wp-content/plugins/js_composer/assets/lib/vc_carousel/css/vc_carousel.min.css?ver=6.4.1	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-content/plugins/js_composer/assets/lib/vc_carousel/css/vc_carousel.minaec2.css	(from https://ctwebdevelopment.com/)
14:31:29	48413/48413	---MCZ	200	added ('OK')	text/html	etag:%221122-1757384865;gz%22	https://ctwebdevelopment.com/terms-conditions/	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/terms-conditions/index.html	(from https://ctwebdevelopment.com/)
14:31:29	4776/4776	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2019%20Nov%202024%2015:33:46%20GMT	https://ctwebdevelopment.com/wp-includes/js/dist/hooks.min.js?ver=4d63a3d491d11ffd8ac6	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-includes/js/dist/hooks.min4fdd.js	(from https://ctwebdevelopment.com/)
14:31:29	9141/9141	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2019%20Nov%202024%2015:33:46%20GMT	https://ctwebdevelopment.com/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-includes/js/dist/i18n.minc33c.js	(from https://ctwebdevelopment.com/)
14:31:30	12512/12512	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2008%20Sep%202025%2018:13:50%20GMT	https://ctwebdevelopment.com/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=6.1.1	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-content/plugins/contact-form-7/includes/swv/js/index6a4d.js	(from https://ctwebdevelopment.com/)
14:31:30	42663/42663	---MCZ	200	added ('OK')	text/html	etag:%221115-1757383529;gz%22	https://ctwebdevelopment.com/privacy-policy/	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/privacy-policy/index.html	(from https://ctwebdevelopment.com/)
14:31:30	13452/13452	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2008%20Sep%202025%2018:13:50%20GMT	https://ctwebdevelopment.com/wp-content/plugins/contact-form-7/includes/js/index.js?ver=6.1.1	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-content/plugins/contact-form-7/includes/js/index6a4d.js	(from https://ctwebdevelopment.com/)
14:31:30	4019/4019	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2008%20Sep%202025%2018:14:02%20GMT	https://ctwebdevelopment.com/wp-content/plugins/yith-woocommerce-request-a-quote/assets/js/frontend.min.js?ver=2.43.0	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-content/plugins/yith-woocommerce-request-a-quote/assets/js/frontend.min2322.js	(from https://ctwebdevelopment.com/)
14:31:30	6721/6721	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2007:20:07%20GMT	https://ctwebdevelopment.com/wp-content/themes/elitemasters/js/hoverintent.js?ver=6.8.2	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-content/themes/elitemasters/js/hoverintent6c2d.js	(from https://ctwebdevelopment.com/)
14:31:31	14381/14381	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2007:20:07%20GMT	https://ctwebdevelopment.com/wp-content/themes/elitemasters/js/theme.js?ver=6.8.2	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-content/themes/elitemasters/js/theme6c2d.js	(from https://ctwebdevelopment.com/)
14:31:31	15315/15315	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2008%20Sep%202025%2018:13:57%20GMT	https://ctwebdevelopment.com/wp-content/plugins/woocommerce/assets/js/sourcebuster/sourcebuster.min.js?ver=10.1.2	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-content/plugins/woocommerce/assets/js/sourcebuster/sourcebuster.min523e.js	(from https://ctwebdevelopment.com/)
14:31:31	2346/2346	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2008%20Sep%202025%2018:13:57%20GMT	https://ctwebdevelopment.com/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.min.js?ver=10.1.2	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.min523e.js	(from https://ctwebdevelopment.com/)
14:31:32	1051/1051	---MC-	200	added ('OK')	text/javascript	date:Wed,%2010%20Sep%202025%2018:31:31%20GMT	https://www.google.com/recaptcha/api.js?render=6LdxoY8UAAAAAFYwEM_EZW6l91DCDZthT8CLMSxF&ver=3.0	C:/My%20Web%20Sites/ctwebdev/www.google.com/recaptcha/api1229.js	(from https://ctwebdevelopment.com/)
14:31:32	41247/41247	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2008%20Sep%202025%2018:13:18%20GMT	https://ctwebdevelopment.com/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://ctwebdevelopment.com/)
14:31:32	934/934	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2008%20Sep%202025%2018:13:50%20GMT	https://ctwebdevelopment.com/wp-content/plugins/contact-form-7/modules/recaptcha/index.js?ver=6.1.1	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-content/plugins/contact-form-7/modules/recaptcha/index6a4d.js	(from https://ctwebdevelopment.com/)
14:31:32	3405/3405	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2002%20Jan%202017%2007:20:07%20GMT	https://ctwebdevelopment.com/wp-content/themes/elitemasters/js/woo.js?ver=6.8.2	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-content/themes/elitemasters/js/woo6c2d.js	(from https://ctwebdevelopment.com/)
14:31:32	20697/20697	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2007%20Oct%202020%2018:03:46%20GMT	https://ctwebdevelopment.com/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min.js?ver=6.4.1	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.minaec2.js	(from https://ctwebdevelopment.com/)
14:31:33	838/838	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2007%20Oct%202020%2018:04:25%20GMT	https://ctwebdevelopment.com/wp-content/plugins/js_composer/assets/lib/vc_carousel/js/transition.min.js?ver=6.4.1	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-content/plugins/js_composer/assets/lib/vc_carousel/js/transition.minaec2.js	(from https://ctwebdevelopment.com/)
14:31:33	9905/9905	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2007%20Oct%202020%2018:04:24%20GMT	https://ctwebdevelopment.com/wp-content/plugins/js_composer/assets/lib/vc_carousel/js/vc_carousel.min.js?ver=6.4.1	C:/My%20Web%20Sites/ctwebdev/ctwebdevelopment.com/wp-content/plugins/js_composer/assets/lib/vc_carousel/js/vc_carousel.minaec2.js	(from https://ctwebdevelopment.com/)
